business_id,categories,name,review_count
e6i8v7VkD8yJk02PH4d9VA,"[Adult Entertainment, Nightlife]",Candy Store,33.0
0PMs2OgT2sTIJrQcxienVg,"[Shopping, Nurseries & Gardening, Home & Garden]",Desert Gardens Nursery,13.0
FucrEEO2laIlAnIZ_n6cTA,"[Fast Food, Sandwiches, Restaurants]",Subway,8.0
vtbGnxCCj2I9M9QoHXpoEw,"[Pet Groomers, Pet Services, Pets]",Doggie Doos Grooming,24.0
-rv0pTYYKJQFRc2yH1KCPw,"[Shopping, Home & Garden]",Phoenix Precast Products,5.0
vUmCtldBjn_AuHW4tg2LZQ,"[Dive Bars, Bars, Nightlife]",Larry's Place,13.0
3UBiDR6L-U8xl53C3x64TQ,"[Oil Change Stations, Automotive]",Valvoline Instant Oil Change,40.0
kP_NxoI4DyQ1y60i5xsTCQ,"[Food, Grocery, Shopping, Drugstores]",Bashas,16.0
FzKvQFDbB2bimdftxMO55Q,"[Fast Food, Sandwiches, Restaurants]",Quiznos,12.0
-h46lMwL-VfUi40kqX4GaA,"[Local Services, Automotive, Truck Rental, Self Storage]",U-Haul Moving & Storage at Cave Creek,10.0
1-PQ4g60PtEKJngOV6MMsA,"[Car Wash, Automotive]",Canyon Car Wash,8.0
EzezmygHbzPCFTyzh_ZBWA,"[Tires, Automotive]",Big O Tire Stores,21.0
PkBkqQpAoeX3Ogo5HBthQg,"[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]",Gallagher's,53.0
GEOvDyO6UT4kQ6g2M56Ubg,"[Home Services, Heating & Air Conditioning/HVAC]",Palm Aire Air Conditioning & Heating,3.0
UiWPs9YknUZk7R6POM80og,"[Massage Therapy, Health & Medical, Chiropractors]",Active Life Center,3.0
vmj-2OhFiKfNHfY-dn0OaA,"[Home Services, Heating & Air Conditioning/HVAC]",Integrity Air Conditioning & Heating LLC,12.0
NDEzqbWAKOxcZYYVJ0o7kQ,"[Auto Repair, Automotive]",Firestone Complete Auto Care,24.0
YLS7GYo54urij5YWy7ItaA,"[Automotive, Gas & Service Stations]",Dv Towing LLC,11.0
1hSfmvi1Q9leNc8N6NhfAA,"[Pet Services, Pet Groomers, Pet Boarding/Pet Sitting, Pets]",Boulder Falls Pet Resort,13.0
xxSq7BBoCwUHnaxMMgF5mg,"[Skin Care, Tanning, Beauty & Spas]",Total Tan,4.0
ZoKxIEQJn4FrRHXtnmMznA,"[Beauty & Spas, Nail Salons]",Capri Nails,35.0
V5SEipw__kBpFPlo1Rba-g,"[Food, Automotive, Convenience Stores, Gas & Service Stations]",QuikTrip,13.0
_SOTev0R-vDu6X_uR5eyfA,"[Active Life, Martial Arts, Fitness & Instruction]",Arizona Family Karate Academy,4.0
Yb2pNCxYR32XKmpirqJqeQ,"[Mexican, Restaurants]",Mi Pueblo Mexican Food,103.0
o4JSQ3Cw30TtshYMBnKWSw,"[Sporting Goods, Shopping, Guns & Ammo]",Bruno Shooter Supply,6.0
4ocBzpAkIrqXvz1Q6Hysjg,"[Pizza, Restaurants]",Little Caesars Pizza,14.0
KCVFLo8PEJ54FQP6sVbymQ,"[Automotive, Gas & Service Stations]",Circle K,4.0
WlIXozffoh023o6cUmOfjg,"[Auto Repair, Automotive]",Atd Automotive,9.0
G24-f72eXmV4xxjoVYY1Lg,"[Sandwiches, Restaurants]",Cousins Subs,4.0
cbDPJEQkZut4J9F1-npsuw,"[Building Supplies, Home Services]",Pioneer Landscaping Materials,7.0
CI5ag8Z0H1WCg3Nii0iRpg,"[Beauty & Spas, Nail Salons]",My Nail Salon,40.0
GZNEPuEPqs7JIswUhOttnw,"[Pet Services, Pet Groomers, Pet Stores, Pet Boarding/Pet Sitting, Pets]",PetSmart,31.0
rDyAYMl4kRnut0mruZctOw,"[Arts & Crafts, Arts & Entertainment, Art Galleries, Shopping, Framing]",Aaron Brothers Art &,11.0
l8v1GHaB4CsryK6MioZ21A,"[Fast Food, Mexican, Tex-Mex, Restaurants]",Taco Bell,13.0
uAcInAFASuHmZjZ3cDsgLQ,"[Local Services, Shipping Centers, Printing Services, Notaries]",The UPS Store,3.0
xHuAAM3LjB6LOzNx80ldew,"[Food, Ice Cream & Frozen Yogurt]",TCBY Yogurt,4.0
UHIL-Sp2VtYkxDa3_8hH3Q,"[Food, Coffee & Tea]",Starbucks,12.0
S3odXuMlMZd4YRKuxLCqEg,"[Shopping, Eyewear & Opticians]",The Village Eye Works,4.0
ou5bnv1BPjJqYon6E1dilQ,"[Veterinarians, Pets]",Banfield Pet Hospital,12.0
bexPpkHMthuCaeC0g0Lrfg,"[Fast Food, Chinese, Restaurants]",Panda Express,9.0
53Lq8bak88EtuZyKMmDPmQ,"[Sandwiches, Restaurants]",Blimpie,16.0
AQDd7UE1fZPccYS6XKK5dg,"[Local Services, Water Delivery, Shaved Ice, Food, Ice Cream & Frozen Yogurt]",Water Mart,3.0
zDtaHLllku4Ontem46HyGQ,"[Shopping, Office Equipment]",Staples,9.0
ofQCymLeEmWpTQvx3YYwPg,"[Allergists, Doctors, Health & Medical]",Paradise Valley Allergy,6.0
rhxBsu0k_BddgjOP9MYdeA,"[Department Stores, Fashion, Shopping]",Bed Bath & Beyond,18.0
y7_SsS3WvxUjCmk923JgUg,"[Home Services, Heating & Air Conditioning/HVAC]",Meyer's Air Conditioning & Refrigeration Company,3.0
9AwAmDwjNX_WUuhSdYTKQg,"[Shopping, Toy Stores]",Toy Anxiety,21.0
WQJwpYwEFT_QTR-lFIh5mA,"[Grocery, Food, Ethnic Food, Specialty Food, Russian, Restaurants]",Yasha From Russia,33.0
LBCu6fZIcsv5PDFXOOEodw,"[Barbers, Beauty & Spas]",Steve's Barber Shop,19.0
P-fKpg7GvI0hcmuwhxnX7g,"[Financial Services, Employment Agencies, Professional Services]",Tradesource,3.0
nEaJwY77drRqQkJqcd9LRg,"[Doctors, Fertility, Health & Medical, Obstetricians & Gynecologists]",Camelback Womens Health,42.0
5r4RxFZ51BLcvJQ7Mk_IDA,"[Men's Clothing, Fashion, Shopping, Formal Wear]",Mens Wearhouse,17.0
1FIdoUZKVZKz--g9N_6miA,"[Local Services, Printing Services]",International Minute Press,4.0
3XzjWWJgJtCxnGkYHHweDQ,"[Home Services, Real Estate, Apartments]",Rancho Sierra Apts,6.0
uxdvqXJzwaIpBLak7OAwGg,"[Hot Tub & Pool, Shopping, Home & Garden]",Leslie's Swimming Pool Supplies,4.0
ZcaBYLRDDY4ecAPDGWBQzA,"[Doctors, Fertility, Health & Medical, Obstetricians & Gynecologists]",Camelback Women's Health,31.0
e0B-vLvKxGiGV_pTT7vwcg,"[Doctors, Ear Nose & Throat, Health & Medical, Cosmetic Surgeons]",Entegrity Ear Nose & Throat Specialists,29.0
0-KOpYSe9aQTAfM38f47HQ,"[Doctors, Health & Medical, Family Practice]",Paradise Valley Family Medicine,17.0
64Ei_ONwHVimtoyIQTtDzw,"[Local Services, Dry Cleaning & Laundry]",Central Plaza Coin Laundry,4.0
wepFVY82q_tuDzG6lQjHWw,"[Food, Health Markets, Grocery, Organic Stores, Specialty Food]",Whole Foods Market,100.0
DoF3v38Mr0hRALRB4akP3w,"[Health & Medical, Dentists, General Dentistry, Cosmetic Dentists]","David R. Moyer, DDS",4.0
jdtc9AARnZLOi38Qvkdm7Q,"[Event Planning & Services, Venues & Event Spaces]",Imagination Avenue,53.0
_UQyhHFYgTR1Y1ARgHQJNw,"[Hair Salons, Day Spas, Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Beauty Brands,10.0
a86O40QjwMxqaQYo9ZBM3Q,"[Shopping, Home Services, Internet Service Providers, Mobile Phones, Professional Services, Electronics]",Verizon,30.0
AvxRiLcQ59UH0_64_lr_nQ,"[Pet Stores, Local Fish Stores, Pets]",AquaTouch,38.0
f_leeIRar8uNCkk5sAmHRQ,"[Bars, Arts & Entertainment, Nightlife, Music Venues]",Blooze,40.0
5HVmR0I_MUcpwKcne8zfBA,"[Health & Medical, Diagnostic Services, Diagnostic Imaging, Radiologists, Doctors]",Desert Valley Radiology,6.0
-nHYKkSJuQ7zzFZ1veRfPg,"[Chinese, Restaurants]",Little Peking,65.0
3e00b3ic-7J7TcSklYVauw,"[Chinese, Restaurants]",Pick Up Stix,5.0
6r8KHqgmlM3PWVZ7suyQ6w,"[Doctors, Beauty & Spas, Medical Spas, Skin Care, Health & Medical, Dermatologists]","Adriana K Holy, MD",15.0
v4iA8kusUrB19y2QNOiUbw,"[Auto Repair, Automotive]",Good Guys Automotive Service,6.0
xj8DjQHs8E42wGMJ2CmXxA,"[Oral Surgeons, Health & Medical, Dentists]","Steven K. Ingersoll, DDS",6.0
ITcg0ABneVKWREfzx7v7Og,"[Churches, Religious Organizations]",St George Antiochian Orthodox Church,11.0
QsCCPWxWqMe-0jSfryhkXg,"[Laboratory Testing, Diagnostic Services, Health & Medical]",Sonora Quest Laboratories,6.0
wb3FCElK1qhnU2WNPLICjA,"[Local Services, Appliances & Repair]",Major Appliance Parts Company & Service,13.0
WR00pRymK8QIRdw0cL_iEg,"[Pool & Hot Tub Service, Home Services, Pool Cleaners]",Bestway Pool Service & Repair Co,3.0
rZR4p0PiLpuS_1zzJ2Fwwg,"[Mortgage Brokers, Home Services, Real Estate]",Fairway Mortgage,3.0
sl3FXy3NQtOc60JQ3t4tbQ,"[Real Estate, Home Services, Commercial Real Estate]",Regus,5.0
A_YG5lUWPOIQlZc6GOPWIw,"[Food, Grocery, Convenience Stores]",7-Eleven Food Stores,3.0
zXfDvPmyK-yzFhP2QMFlwA,"[Elementary Schools, Education, Preschools]",Community Montessori School,9.0
oIfsaAUQNR3x1uJYyg4sUw,"[Real Estate Agents, Real Estate Services, Property Management, Home Services, Real Estate]",The Russell Shaw Group - Realty ONE Group,4.0
91iKybk4E_LSl5vy0F6mkA,"[Active Life, Amusement Parks, Nightlife, Bowling]",AMF Shea Village Lanes,5.0
vX9CfSkN-L94l9ToLskgAA,"[Professional Services, Lawyers, Personal Injury Law, Divorce & Family Law, Bankruptcy Law]",Loose Brown & Associates PC,6.0
DlLduXXSwjkm7OL4Z1iH1A,"[Mexican, Restaurants]",Federicos Mexican Food,28.0
5qX63SmldFUG45qxAj-KKA,"[Shopping, Guns & Ammo]",The Gunsmith,5.0
Eq_T_rOK_XmOEpcfHdpzPA,"[Hobby Shops, Shopping]",Frank's Hobby House,6.0
5stgsDNIYtxOej-LXIsCFw,"[Barbers, Beauty & Spas]",Paradise Hills Barbers,18.0
4sE8irsM-l6Y-Npodmx9kA,"[Italian, Pizza, Chicken Wings, Restaurants]",Pizza Hut,9.0
RHk6l5YHCUwoInVrP1ZvoA,"[Food, Grocery]",Bashas' ,11.0
LAePspPTgdowo_yJJgvn5w,"[Local Services, Dry Cleaning & Laundry]",Tiffany Shea Cleaners,4.0
DvwlhTH-RJUa_Bf1Qlz9lw,"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Walgreens,6.0
lf42gtgq_2_jPvjfp_K1nQ,"[Burgers, Pizza, Sandwiches, Restaurants]",Uncle Sam's,146.0
2EyCkG53BPmgmxV8jiJJZQ,"[Veterinarians, Pets]",Shea Animal Hospital,14.0
LEWcHc09a2uS1dN1GzQi4Q,"[Acupuncture, Health & Medical, Chiropractors]",Shea Chiropractic Clinic PC,9.0
hxruECjY-r3Y1WBaFcl90g,[Restaurants],Church's Chicken,17.0
Wc1InDQERbRDy2_8a7qedw,"[Doctors, Health & Medical, Family Practice]","Sobel Larry R, MD",3.0
TepT2VeFe3tMYdAiqj12vg,"[Fast Food, Sandwiches, Restaurants]",Subway,7.0
DIYHTgM-YGKWOWLzQ4XVhA,"[Restaurants, Italian]",Michelina's,57.0
iCEBW0cHK3jDUFXGni6n-Q,"[Car Wash, Automotive]",Silver Touch Car Wash,8.0
2U_6CXd9qUvliVRHRvM2uQ,"[Landscaping, Home Services]",Arizona Weed King Inc,3.0
kk1ZwKPc-dqDFnonf13b0g,"[Shopping, Drugstores, Beauty & Spas, Food, Convenience Stores, Cosmetics & Beauty Supply]",Walgreens,3.0
OLFRe98ESspsAr5QjG2lrw,"[Elementary Schools, Middle Schools & High Schools, Education]",Paradise Valley Unified School District No 69,3.0
-dAVih5pWe7DEohm3tF69A,"[Local Services, Dry Cleaning & Laundry]",Summit Cleaners,7.0
PntAGv15gHebFYtvMzQJrw,"[Movers, Home Services]",Two Men and a Truck Scottsdale,11.0
dr3FmOSZ_Iy2WyPnS5ABOA,"[Food, Grocery]",Food City,12.0
QxcDx3UugI9y0NTdTjWFQA,"[Thrift Stores, Shopping]",St Vincent de Paul Thrift Store,5.0
NtRs2Xd64mRLe6jGUTXziw,"[Libraries, Public Services & Government]",Mesquite Branch Library,33.0
vBRJWnMaAqUyZ1CbwnJXLQ,"[Financial Services, Hotels & Travel, Travel Services, Insurance]",AAA Arizona,41.0
0gQrhOYWdO0XVZEKtOrvaA,"[Restaurants, Pizza, Italian]",Red Devil Italian Restaurant & Pizzeria,109.0
hGwnLUZ10za8Mt1IDOOjMw,"[Electricians, Lighting Fixtures & Equipment, Home Services, Home Theatre Installation]",Micor EDC Inc,3.0
Qxeh_4jjc9GfY5kSA8qwQA,"[Bridal, Shopping]",David's Bridal,68.0
zkFP1CIt4MNLNkQC4Vhg3A,"[Hair Salons, Beauty & Spas]",The Barber Shop,6.0
G1Nh54Z7RIOZsyKrYa3MFw,"[Landscaping, Home Services]",Aquatec Fountains,6.0
62IgG9jZKJG44AypLI-nuw,"[Shopping, Home Decor, Home & Garden]",Pot World,6.0
E80cnPB9ve2Z5QeOhrkv5A,"[Arts & Crafts, Shopping, Fabric Stores, Home & Garden, Rugs]",HomeFabrics and Rugs,11.0
aad1G4DuCb_hhFu0Usrlmw,"[Sporting Goods, Shopping, Golf Equipment]",Jerry's Golf Balls,10.0
rl2qJegS_rAB2vIxxKHftg,"[Tires, Automotive, Auto Parts & Supplies]",Desert Rat Off Road Centers,6.0
FzruBSWLZnLK6QyDB6_jgA,"[Sporting Goods, Fashion, Shopping, Sports Wear]",Old Navy Clothing,4.0
jfKQHfwKmeLXnwAdbzgxZQ,"[Auto Repair, Automotive]",Gab's Auto Repair,20.0
aJ8Xjp5Kf2Wh5iy5003ctg,"[Home Services, Real Estate, Apartments]",Apartment & Home Solutions,4.0
JImJictLIE48_O1z-l2TGw,"[Bars, American (Traditional), Nightlife, Restaurants]",Wagon Yard,65.0
pkkqve6-y6EXNlJioO5pjw,"[Automotive, Body Shops]",Auto Body World,3.0
r-pc0VgtiTuctH3kUve00Q,"[Barbers, Beauty & Spas]",The Buzz Boy's,4.0
d8TYUlRl_YSlZo74qy9hXw,"[Tobacco Shops, Shopping]",It's All Goodz,7.0
MECLC5Ns20iEm9yk_jKH8Q,"[Beauty & Spas, Nail Salons]",Bella Nails,21.0
hCGPFJjKi6RXlfR0asxA_A,"[Local Services, Furniture Reupholstery, Interior Design, Home Services, Flooring]",Sit-Well Upholstery,47.0
1BUHiz05XHZOMLYZEWrGew,"[Shades & Blinds, Home Services]",Affordable Blind Services LLC,4.0
WPy74Udv6X8dgxK6F9uxCQ,"[Fast Food, Sandwiches, Restaurants]",Subway,13.0
NBWAHZW44AjKffz5LMj9Tg,"[Banks & Credit Unions, Financial Services]",Desert Schools Federal Credit Union,24.0
oW-CYIEOgy3VHbcGs4-YAQ,"[Banks & Credit Unions, Financial Services, Auto Loan Providers, Automotive]",Desert Schools Federal Credit Union,8.0
JQyPZXDqoABsotLk3ZD3Sg,"[Local Services, Community Service/Non-Profit, Thrift Stores, Shopping]",Goodwill of Central Arizona,8.0
dkp49eYgIN8iqWcQDvqYmg,"[Shopping, Cosmetics & Beauty Supply, Makeup Artists, Beauty & Spas]",MAC Cosmetics,6.0
1OigyqVxIfE6AGKNGWZjnw,"[Food, Department Stores, Grocery, Fashion, Shopping]",Walmart Supercenter,57.0
n7dkpRLUl7C6zLRRXk_BDg,"[Japanese, Restaurants]",Samurai Sam's,16.0
9zJbULB6K3nbo-2N5cKy9Q,"[Shopping, Office Equipment]",Office Max,6.0
cuxqnMMmbBV0iE2KJJy60Q,"[Chinese, Restaurants]",A A Wok,5.0
bOWm_Du7AN2j1Mdti38lcg,"[Beauty & Spas, Nail Salons]",Above and Beyond Nails,22.0
q5Vz6JNAGDqAT_P1lB1jVg,"[Fast Food, Mexican, Tex-Mex, Restaurants]",Taco Bell,3.0
2ptpFyH6mmTaAMDH3IBNFA,"[Oil Change Stations, Automotive]",Jiffy Lube,16.0
Snu39WyiChz0NwFWRMyUvQ,"[Burgers, Fast Food, Restaurants]",McDonald's,9.0
DzHXDDT4QoEX847MEAFYiQ,"[Veterinarians, Pets]",Faust Animal Hospital,18.0
J8KPmc-L18N9RiDGFJ5vJA,"[Event Planning & Services, Venues & Event Spaces]",The Phoenix Lodge,3.0
-A82xEVAjOYZtDdRQw1FQw,"[Shopping, Home & Garden, Appliances]",Best Home Appliances,12.0
SYFDPIZSEfKS1Tc4vKKFsg,"[Shopping, Home & Garden, Furniture Stores]",Eclectica Home,9.0
WxEe7i-BZUcaGzO1E1vNhg,"[Shopping, Home Services, Pool & Hot Tub Service, Home & Garden, Landscaping, Hot Tub & Pool]",Brandenburg Pool & Outdoor,13.0
7eODhdtMruuIHhvvOXSNiA,"[Health & Medical, Dentists, General Dentistry]","Dr. Fred Zargar, DDS",6.0
Pkt7TCflitq9yK05kTh94g,"[Health & Medical, Dentists, General Dentistry]",Tatum Dental Care,7.0
8lMQrVQU-5iG9UA4KvcnsQ,"[Arts & Entertainment, Music Venues, Bars, Dance Clubs, Nightlife, Lounges]",Loft Again,17.0
rlaY7svfLnNzgEYKEOhN-A,"[Department Stores, Fashion, Shopping, Discount Store, Home & Garden, Furniture Stores]",Big Lots - Phoenix: East Cactus,12.0
SEoxACWAoXmsB0cbmJg-Fw,"[Sporting Goods, Shopping]",Champs,3.0
YWp-tyJxC7zaOHQbqacMkA,"[Books, Mags, Music & Video, Shopping]",Half Price Books,64.0
Ld_rc2mgF8IM5UM2aDgOhg,"[Beauty & Spas, Nail Salons]",Splendid Nails,24.0
u_dvMV9OO8QfOpvP70nIhw,"[Home Services, Apartments, Event Planning & Services, Hotels & Travel, Real Estate, Hotels]",Sierra Grande Residential Suites,4.0
yyGUXEedjBEnDM30_fUVRQ,"[Hair Salons, Beauty & Spas]",Grandstrands,5.0
o48jFYLzay_BUE4vRn5hPw,"[Women's Clothing, Men's Clothing, Fashion, Shopping]",American Eagle Outfitters,4.0
NfxNNSzUUSza3AJTMmUsrA,"[Doctors, Health & Medical, Family Practice]","John Marshall, MD",4.0
u_F86yMy2iOVQXhLJoxj2A,"[Active Life, Gyms, Fitness & Instruction]",Pure Fitness,3.0
ppoQDk5EQjOJBYNEzYp9Hw,"[Party Supplies, Arts & Crafts, Shopping, Costumes, Event Planning & Services]",Party City of Paradise Valley,20.0
ZqCZMNfoHUMIqp3gf6NxFw,"[Used, Vintage & Consignment, Fashion, Shopping, Baby Gear & Furniture]",Other Mothers,10.0
SOMIalSJTUb2yGCe4mhg-A,"[Musical Instruments & Teachers, Shopping]",Az Music,12.0
Epv7izDWH2RslObhQCYvhQ,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Sally Beauty Supply,9.0
-jIzL2DwXx1sNwIMoX2JOA,"[Shopping, Automotive, Sporting Goods, Boat Repair, Professional Services, Boat Dealers]",Arizona Jet Ski,4.0
dlqQuSgAjoP_S6bqFrRsvA,"[Pet Services, Pet Groomers, Pet Boarding/Pet Sitting, Pets]",Critter Corral Pet Grooming,21.0
_RyKpGZv6kEDZZGhSXYevg,"[Mexican, Restaurants]",Rolberto's Taco Shop,3.0
-KZA7UoULw_pM3jBBUzb8A,"[Italian, Chicken Wings, Restaurants]",Sardellas Pizza and Wings,41.0
QfsO7GHhBlgOOYwDEVumkg,"[Mattresses, Shopping, Home & Garden]",Mattress Firm,4.0
r5GJ2rg06tSCdaN_2aKEtw,"[Automotive, Auto Parts & Supplies]",O'Reilly Auto Parts,5.0
RpJCV0Qb5ymnL6xvPc7e8w,"[Car Wash, Automotive]",Weiss Guys Car Wash,10.0
QGOztEZthxVG0R_Ns5__xw,"[Tires, Automotive]","Discount Tire Store - Phoenix, AZ",50.0
G6Llvz3Wi83uWX-wueLMSg,"[Local Services, Self Storage]",Allstate Self-Storage,8.0
6xNssycLITJzyBWuuLHl-Q,"[Active Life, Sporting Goods, Shopping, Paintball]",Arizona Paintball Depot,4.0
Ku0nT2CGkj8NjO1IX39e1A,"[Musical Instruments & Teachers, Shopping]",Harmony House,10.0
R8gQHxVqHhehMINgAAfHPw,"[Women's Clothing, Men's Clothing, Fashion, Shopping, Accessories]",The Buckle,9.0
1OO3fy6z5lxlRuHnnhPStg,"[Polish, Delis, Sandwiches, Restaurants]",Best of Europe Meats & Deli,68.0
q1LU_6xwefvSsxDXi3k9Dw,"[Local Services, Self Storage]",Extra Space Storage,5.0
Cly5hnQ6VxCllCdhkBlBTA,"[Electronics, Shopping, Mobile Phones]",Sprint Store,13.0
F5-k-QxSGuK3oGNMknFFDw,"[Hardware Stores, Nurseries & Gardening, Shopping, Appliances, Home & Garden]",The Home Depot,42.0
qXQ3ZBdwI3GlbR5-eYWqNA,"[Greek, Mediterranean, Restaurants]",Saba's Mediterranean Kitchen,197.0
sec9mmmO16YoA_2_ZBMLXg,"[Pet Services, Veterinarians, Pets]",All Creatures Animal Clinic,86.0
mdMFNJ-i_td1QMmhdhAmgw,"[Financial Services, Shopping, Check Cashing/Pay-day Loans, Pawn Shops]",EZ Money Pawn,4.0
PIBkZriPXTXGIUmbUwNkVQ,"[Local Services, Preschools, Education, Child Care & Day Care]",Desert Dawn Private School,6.0
_BQkq4F6fXuuKl5pHLoIVg,"[Shopping, Home Services, Flooring, Home & Garden, Carpeting, Rugs]",Baker Bros Area Rugs and Flooring,6.0
SyUlZeqPhXrPk9IRb8a-Cw,"[Elementary Schools, Middle Schools & High Schools, Education]",Paradise Valley Unified School District,3.0
HghAgkxoEpUNZNQbAY485A,"[Pizza, Restaurants]",Chuck E Cheese's,9.0
yQ_Jc3o3ufJFzoImgMHxUQ,"[Diagnostic Services, Health & Medical]",Sonora Quest Laboratories,4.0
aMsEP51zdkdJpG7so9zmzQ,"[Livestock Feed & Supply, Shopping, Pets, Pet Stores]",Pet Food Depot,38.0
6IEwKfhfTEK54cqXpcU3HA,"[Local Services, Metal Fabricators]",Woody's Welding,5.0
63izc-T8hy808a-Ga2Uxdw,"[Pets, Pet Stores]",C & H Hay and Pet Barn,6.0
bsoVRCfwAEWQfSvujDy2oA,"[Car Wash, Automotive]",The Arizona Car Wash Company,19.0
u9b49Z4JmvbP6KTe26lyoA,"[Hair Salons, Beauty & Spas]",Cool Cuts 4 Kids,25.0
aOoL97QDyIJRy9NVwcCUOg,"[Local Services, Sewing & Alterations]",Alterations by K Family,3.0
X_kjTFpt1biAbDzrX3uAwQ,"[Local Services, Shoe Repair]",Paradise Family Shoe Repair,10.0
vFJmFFfPVhHkC3bWOeZnNA,"[Bars, American (Traditional), Pubs, Nightlife, Sports Bars, Restaurants]",Casey Jones Grill,95.0
7hmTTGJHKfAw82uT4kIxvQ,"[Shopping, Optometrists, Health & Medical, Eyewear & Opticians]",Paradise Valley Eye Care,23.0
BnVIaPSXHsvQT5ZCA1l9zw,"[Women's Clothing, Fashion, Shopping, Accessories]",Wet Seal,3.0
OsBdaxPwMOeeH-8uGpJDZA,"[Local Services, Jewelry Repair, Watch Repair]",Fast Fix Jewelry and Watch Repairs,7.0
mEvU55dqEmPDFfjhzqVe6g,"[Home Services, Real Estate, Apartments]",The Palisades At Paradise Valley Mall,10.0
XI3TrOM5caqz0-vcyXXLeA,"[Beauty & Spas, Nail Salons]",Whimsical Nails,37.0
8jlaS2RxuH3DyF_yNhVmJQ,"[Electronics, Shopping]",Best Buy,41.0
Web_eA1w4ptRSWvXSsm2lQ,"[Tobacco Shops, Shopping]",Ray's Smokes For Less,5.0
pTtB_1qCecy4BonW2z65jg,"[Local Services, Sewing & Alterations]",Thomas Tailoring,7.0
4SwDarJGXaUPGv8QpmpHxQ,"[American (Traditional), Restaurants]",Ruby Tuesday,5.0
RE8VQAjKtowpuE9GVB1YbA,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Bath & Body Works,9.0
4mZ__NR8jLD1k0rYpSbplA,"[Steakhouses, Restaurants]",Outback Steakhouse,93.0
55YiPBDdFKKqav0skwIUMQ,"[Mattresses, Shopping, Home & Garden]",Mattress Firm Final Markdown,6.0
fk4pcFbyGsOvXaqGxD1x_Q,"[Local Services, Shipping Centers, Printing Services, Signmaking, Professional Services]",FedEx Office Print & Ship Center,15.0
hNVcBhJSD5HyLKMf_Z7TaA,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",Islands Restaurant,44.0
j5HLcBru7FEirYJPbKFVWA,"[Bakeries, Food, Sandwiches, Restaurants]",Breadcrafters Bakery & Cafe,132.0
9f5WxUG_Vc-PzBmX6SeTew,"[Acupuncture, Doctors, Health & Medical, Internal Medicine]",Anasazi Internal Medicine,6.0
Kpl6cUmrYMczTDY_2RnctA,"[Doctors, Health & Medical, Internal Medicine]",Michael Drury MD,5.0
TCCkKCGzOxYkJ2NYB7_QxQ,"[Women's Clothing, Men's Clothing, Fashion, Shopping]",Abercrombie & Fitch,9.0
otjJD3ZoMVQOflk4LvoFZg,"[Salad, Restaurants]",Souper Salad,5.0
yzxtZPRkgUuXdYxwVUOQuw,"[Sporting Goods, Shopping]",Sports Authority,9.0
PJplFEJ8ltTIfbabNrYqOQ,"[Men's Clothing, Fashion, Shopping, Bespoke Clothing]",Brothers Tailors,67.0
ZWqirlWg1C-1-T-SwuIlSw,"[Local Services, Professional Services, Printing Services, Graphic Design]",A Arizona's Realty Sign & Supply Company,7.0
R5Z0wHmsEa03h9Lw_WS7ZA,"[Auto Repair, Automotive, Tires, Oil Change Stations]",Midas,12.0
C-eUCr7R-76YFPpdpMj_vw,"[Doctors, Health & Medical, Family Practice]",Clinica La Familia,15.0
SN0fYS9Mozu5qkPAq7K8ZQ,"[Banks & Credit Unions, Financial Services]",Bank of America,8.0
JJj8rilpoB72Yt_MeRlPSA,"[Hair Salons, Beauty & Spas]",Cost Cutters,5.0
QpYqA02gfiEAchJBReaS0g,"[Shopping, Jewelry]",Jared Galleria of Jewelry-Phoenix,9.0
066DMYkFeK3ccv_94ijzfw,"[Optometrists, Health & Medical, Shopping, Eyewear & Opticians]",Eyeglass World,4.0
2F7ROAX7Yp1jSO3J-z0GEA,[Public Services & Government],Social Security Administration,21.0
tU8wF7wVPct7i_tM31dGgw,"[Food, Pretzels]",Wetzel's Pretzels,7.0
T2p7SLpXvuaxCy3WqMWfpw,"[Home Services, Glass & Mirrors]",ABC Glass,8.0
emCYFPsIy6KIzeqrcOuWxg,"[Shopping, Jewelry]",Piercing Pagoda,4.0
p1ntTC9-CI6x5Y_nUoo6Ag,"[Breakfast & Brunch, American (Traditional), Restaurants]",IHOP,40.0
NR34udH6Rx1lDbc55FYWBA,"[Auto Repair, Automotive]",Advanced Autoworks,7.0
E-9ts9ru1xSNxbd0JhRQtQ,"[Shopping, Cosmetics & Beauty Supply, Beauty & Spas]",Aveda Store,7.0
n9c5ezcwz0k4F8_oIAjpbg,"[Food, Grocery]",Fry's & Fry's Marketplace,22.0
sOa-OpRFi1OVU7CC6Hwoig,"[Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels]",Embassy Suites Phoenix Scottsdale,52.0
nqpUjsD-nUIQCrr15B9W-g,"[Fast Food, Chicken Wings, Restaurants]",KFC,17.0
lDpZvI18smqlyBeC4YykFA,"[Fast Food, Restaurants]",Sonic Drive-In,28.0
